Month,tiobe,wiki,gtrend,tiobe_label,wiki_label,gtrend_label
2020-03,0.903669724770642,0.0701697655618431,0.5208333333333334,high,low,high
2020-04,0.9394495412844036,0.0769603880355699,0.5,high,low,high
2020-05,0.971559633027523,0.0324979789814066,0.4583333333333333,high,low,medium
2020-06,0.9825688073394496,0.030234438156831,0.4166666666666667,high,low,medium
2020-07,0.9146788990825688,0.0452708164915117,0.3958333333333333,high,low,medium
2020-08,0.963302752293578,0.0646725949878739,0.3958333333333333,high,low,medium
2020-09,0.8688073394495412,0.0995957962813257,0.4583333333333333,high,low,medium
2020-10,0.9605504587155964,0.0785772029102667,0.5,high,low,high
2020-11,0.8926605504587157,0.0478577202910266,0.5,high,low,high
2020-12,0.9174311926605506,0.0337914308811641,0.4791666666666667,high,low,medium
2021-01,1.0,0.0255456750202101,0.3958333333333333,high,low,medium
2021-02,0.9045871559633027,0.0407437348423605,0.4791666666666667,high,low,medium
2021-03,0.8119266055045873,0.0295877122069523,0.5,high,low,high
2021-04,0.7192660550458716,0.0095392077607114,0.375,high,low,medium
2021-05,0.6330275229357799,0.000485044462409,0.3541666666666667,high,low,medium
2021-06,0.5559633027522936,0.0072756669361358,0.4583333333333333,high,low,medium
2021-07,0.4724770642201836,0.027647534357316,0.3125,medium,low,medium
2021-08,0.5587155963302753,0.0342764753435731,0.3958333333333333,high,low,medium
2021-09,0.4908256880733945,0.0324979789814066,0.5416666666666666,medium,low,high
2021-10,0.4293577981651376,0.0446240905416329,0.6041666666666666,medium,low,high
2021-11,0.3889908256880734,0.0202101859337105,0.625,medium,low,high
2021-12,0.4880733944954129,0.0248989490703314,0.5416666666666666,medium,low,high
2022-01,0.5467889908256881,0.0124494745351657,0.5416666666666666,medium,low,high
2022-02,0.6972477064220184,0.0,0.5833333333333334,high,low,high
2022-03,0.6036697247706423,0.0135812449474535,0.7083333333333334,high,low,high
2022-04,0.571559633027523,0.1110751818916734,0.5416666666666666,high,medium,high
2022-05,0.4688073394495413,0.2488278092158448,0.5,medium,medium,high
2022-06,0.4981651376146789,0.2135812449474535,0.5,medium,medium,high
2022-07,0.6100917431192662,0.2056588520614389,0.3541666666666667,high,medium,medium
2022-08,0.7596330275229358,0.1721907841552142,0.4791666666666667,high,medium,medium
2022-09,0.6862385321100919,0.1620048504446241,0.6875,high,medium,high
2022-10,0.8009174311926607,0.2140662894098625,0.75,high,medium,high
2022-11,0.7889908256880734,0.2423605497170574,0.8125,high,medium,high
2022-12,0.9247706422018348,0.0274858528698464,0.5833333333333334,high,low,high
2023-01,0.8972477064220186,0.0818108326596604,0.5833333333333334,high,low,high
2023-02,0.8174311926605505,0.2237671786580436,0.6875,high,medium,high
2023-03,0.7568807339449543,0.1578011317704123,0.8125,high,medium,high
2023-04,0.7275229357798166,0.27178658043654,0.5208333333333334,high,medium,high
2023-05,0.6302752293577982,0.9940177849636216,0.8958333333333334,high,high,high
2023-06,0.5403669724770642,1.0,0.6041666666666666,medium,high,high
2023-07,0.4660550458715597,0.5597413096200485,0.3541666666666667,medium,high,medium
2023-08,0.4522935779816514,0.2596604688763136,0.4166666666666667,medium,medium,medium
2023-09,0.4394495412844036,0.1662085691188358,0.5833333333333334,medium,medium,high
2023-10,0.5137614678899083,0.1810832659660468,0.625,medium,medium,high
2023-11,0.4853211009174312,0.0947453516572352,0.6041666666666666,medium,low,high
2023-12,0.455045871559633,0.0745351657235246,0.5,medium,low,high
2024-01,0.455045871559633,0.0934518997574777,0.4166666666666667,medium,low,medium
2024-02,0.4119266055045872,0.0520614389652384,0.5208333333333334,medium,low,high
2024-03,0.4302752293577981,0.0588520614389652,0.5833333333333334,medium,low,high
2024-04,0.3422018348623854,0.0551333872271624,0.5625,medium,low,high
2024-05,0.3211009174311927,0.0769603880355699,0.6041666666666666,medium,low,high
2024-06,0.2522935779816514,0.0919967663702506,0.5416666666666666,low,low,high
2024-07,0.2752293577981651,0.1233629749393694,0.4583333333333333,low,medium,medium
2024-08,0.246788990825688,0.1063864187550525,0.5416666666666666,low,low,high
2024-09,0.2211009174311927,0.1361358124494745,0.6666666666666666,low,medium,high
2024-10,0.1743119266055046,0.1327405012126111,0.7291666666666666,low,medium,high
